"COD_UBIC_P,N,19,0","DESC_LINEA,C,50","COD_VARIAN,N,11,0","ORDINAL,N,6,0","CALLE,C,35","ESQUINA,C,36","COD_CALLE1,N,11,0","COD_CALLE2,N,11,0","X,N,32,10","Y,N,32,10"
3739,128,8503,26,AV AGRACIADA,GRAL FELIPE FRAGA,126,2784,574008.2738877130,6139154.3493336300
3739,137,8505,27,AV AGRACIADA,GRAL FELIPE FRAGA,126,2784,574008.2738877130,6139154.3493336300
3739,G,8803,58,AV AGRACIADA,GRAL FELIPE FRAGA,126,2784,574008.2738877130,6139154.3493336300
3741,124,647,25,AV JOAQUIN SUAREZ,DR EVARISTO CIGANDA,6672,1974,573428.0591600000,6140336.2487700000
3741,124,2640,25,AV JOAQUIN SUAREZ,DR EVARISTO CIGANDA,6672,1974,573428.0591600000,6140336.2487700000
3741,582,8604,36,AV JOAQUIN SUAREZ,DR EVARISTO CIGANDA,6672,1974,573428.0591600000,6140336.2487700000
3742,409,55,26,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,427,68,45,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,G,69,34,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,494,121,36,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,495,137,36,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,522,183,47,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,125,666,25,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,127,695,19,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,127,701,19,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,127,705,16,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,127,709,16,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,128,711,31,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,128,725,31,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,133,770,25,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,135,782,20,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,137,796,32,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,137,815,28,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,370,1744,52,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,522,2425,47,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,494,2652,36,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,127,2667,19,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,127,2670,16,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,127,2672,19,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,127,2674,16,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,133,2983,19,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,133,2985,19,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,133,2992,19,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,133,3045,19,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,133,3048,25,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,409,3124,26,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,137,3265,32,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,137,3266,28,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,494,3302,36,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,494,3304,36,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,133,7451,25,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,133,7453,19,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,17,7476,36,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,17,7487,36,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,538,8200,17,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,538,8202,17,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,137,8494,28,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,427,8496,69,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,494,8497,36,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,128,8503,31,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,137,8505,32,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,427,8533,58,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,524,8772,16,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,130,8801,16,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,G,8803,63,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,130,8805,25,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,130,8852,16,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3742,524,8867,26,AV AGRACIADA,DR EVARISTO CIGANDA,126,1974,573344.5139900000,6140321.5767100000
3743,409,55,27,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,427,68,46,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,G,69,35,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,494,121,37,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,495,137,37,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,522,183,48,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,125,666,26,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,127,695,20,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,127,701,20,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,127,705,17,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,127,709,17,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,128,711,32,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,128,725,32,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,133,770,26,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,135,782,21,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,137,796,33,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,137,815,29,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,370,1744,53,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,522,2425,48,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,494,2652,37,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,127,2667,20,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,127,2670,17,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,127,2672,20,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,127,2674,17,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,133,2983,20,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,133,2985,20,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,133,2992,20,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,133,3045,20,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,133,3048,26,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,409,3124,27,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,137,3265,33,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,137,3266,29,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,494,3302,37,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,494,3304,37,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,133,7451,26,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,133,7453,20,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,17,7476,37,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,17,7487,37,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,538,8200,18,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,538,8202,18,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,137,8494,29,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,427,8496,70,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,494,8497,37,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,128,8503,32,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,137,8505,33,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,427,8533,59,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,524,8772,17,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,130,8801,17,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,G,8803,64,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,130,8805,26,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,130,8852,17,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3743,524,8867,27,AV AGRACIADA,GRITO DE ASENCIO,126,636,573225.0692514980,6140433.8657423900
3745,409,55,28,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,427,68,47,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,G,69,36,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,494,121,38,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,495,137,38,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,522,183,49,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,125,666,27,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,127,695,21,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,127,701,21,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,127,705,18,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,127,709,18,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,128,711,33,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,128,725,33,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,133,770,27,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,135,782,22,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,137,796,34,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,137,815,30,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,370,1744,54,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,522,2425,49,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,494,2652,38,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,127,2667,21,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,127,2670,18,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,127,2672,21,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,127,2674,18,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,133,2983,21,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,133,2985,21,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,133,2992,21,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,133,3045,21,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,133,3048,27,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,409,3124,28,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,137,3265,34,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,137,3266,30,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,494,3302,38,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,494,3304,38,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,133,7451,27,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,133,7453,21,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,17,7476,38,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,17,7487,38,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,538,8200,19,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,538,8202,19,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,137,8494,30,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,427,8496,71,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,494,8497,38,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,128,8503,33,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,137,8505,34,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,427,8533,60,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,524,8772,18,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,130,8801,18,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,G,8803,65,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,130,8805,27,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,130,8852,18,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3745,524,8867,28,AV AGRACIADA,BV GRAL ARTIGAS,126,597,572951.6101139480,6140788.2952840700
3746,409,58,65,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,150,1007,70,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,156,1049,31,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,156,1057,31,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,187,1375,4,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,188,1384,4,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,149,1959,29,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,187,2397,4,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,409,3125,62,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,147,3360,62,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,151,3364,38,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,147,3390,62,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,148,7707,53,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,148,7709,53,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,148,7711,62,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,148,7713,62,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,148,7805,53,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,148,7824,37,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,148,7827,37,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,148,7829,37,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,157,8122,48,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,148,8256,54,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,148,8258,54,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,148,8260,63,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,148,8262,63,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,155,8374,65,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,158,8537,44,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,158,8539,43,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,158,8541,43,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,158,8543,43,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,158,8544,44,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,158,8547,44,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,396,8551,52,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,396,8553,51,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,151,8585,60,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3746,149,8623,47,AV AGRACIADA,GRAL CESAR DIAZ,126,2364,574170.2146959520,6138963.8848602900
3747,155,8374,21,MALINAS,ALBANIA,4146,195,579612.7902000000,6144549.1234300000
3747,155,8381,21,MALINAS,ALBANIA,4146,195,579612.7902000000,6144549.1234300000
3748,155,8374,22,LOCARNO,AV ACROPOLIS,3993,108,579471.2204056460,6144673.6278272800
3748,155,8381,22,LOCARNO,AV ACROPOLIS,3993,108,579471.2204056460,6144673.6278272800
3749,155,8374,23,LOCARNO,DAVID CHIOSSONI,3993,1935,579261.4904700000,6144757.8047800000
3749,155,8381,23,LOCARNO,DAVID CHIOSSONI,3993,1935,579261.4904700000,6144757.8047800000
3750,155,8374,24,LOCARNO,BERGAMO,3993,936,578967.3228000000,6144874.2726500000
3750,155,8381,24,LOCARNO,BERGAMO,3993,936,578967.3228000000,6144874.2726500000
3751,155,8374,25,DR LUIS PONCE DE LEON,BV APARICIO SARAVIA,5609,6414,578876.6206600000,6145198.2591400000
3751,155,8381,25,DR LUIS PONCE DE LEON,BV APARICIO SARAVIA,5609,6414,578876.6206600000,6145198.2591400000
3752,155,8375,54,LOCARNO,JOSE PEDRO PINTOS,3993,1069,579196.1427094190,6144774.0311864000
3752,155,8382,24,LOCARNO,JOSE PEDRO PINTOS,3993,1069,579196.1427094190,6144774.0311864000
3753,155,8375,55,LOCARNO,AV ACROPOLIS,3993,108,579392.4794151010,6144698.3848199400
3753,155,8382,25,LOCARNO,AV ACROPOLIS,3993,108,579392.4794151010,6144698.3848199400
3754,155,8375,56,LOCARNO,ALSACIA,3993,252,579549.9613961910,6144596.6060723300
3754,155,8382,26,LOCARNO,ALSACIA,3993,252,579549.9613961910,6144596.6060723300
3755,155,8375,57,MALINAS,JAEN,4146,3600,579861.9021557340,6144480.2957015000
3755,155,8382,27,MALINAS,JAEN,4146,3600,579861.9021557340,6144480.2957015000
3756,100,237,40,NOVARA,LUTECIA,4761,4062,579834.0055612290,6144712.4563200700
3758,100,237,41,NOVARA,AV ACROPOLIS,4761,108,579596.7960128580,6144841.8843436000
3759,100,237,42,AV ACROPOLIS,TESINO,108,6849,579628.6925764620,6145047.0424617200
3760,100,237,43,AV ACROPOLIS,BV APARICIO SARAVIA,108,6414,579771.7173395440,6145320.5568154300
3761,100,242,25,AV ACROPOLIS,TESINO,108,6849,579638.9395500000,6145092.0846600000
3762,100,242,26,AV ACROPOLIS,NOVARA,108,4761,579538.7235000000,6144899.1318100000
3763,100,242,27,NOVARA,ALSACIA,4761,252,579645.8270500000,6144805.6330800000
3764,100,242,28,NOVARA,ALBANIA,4761,195,579854.6083400000,6144690.8984100000
3765,100,242,29,NOVARA,MALINAS,4761,4146,580015.4250862090,6144599.7044507700
3766,405,24,34,JUAN DE DIOS PEZA,BARROSO,5451,792,579362.4414600000,6139071.9890800000
3766,405,28,34,JUAN DE DIOS PEZA,BARROSO,5451,792,579362.4414600000,6139071.9890800000
3766,370,1737,69,JUAN DE DIOS PEZA,BARROSO,5451,792,579362.4414600000,6139071.9890800000
3766,151,3364,66,JUAN DE DIOS PEZA,BARROSO,5451,792,579362.4414600000,6139071.9890800000
3766,151,8585,88,JUAN DE DIOS PEZA,BARROSO,5451,792,579362.4414600000,6139071.9890800000
3766,405,8783,34,JUAN DE DIOS PEZA,BARROSO,5451,792,579362.4414600000,6139071.9890800000
3767,144,888,15,ING EDUARDO CANSTATT,BV JOSE BATLLE Y ORDO├æEZ,1563,4956,576956.5438700000,6140929.6618300000
3767,144,3226,15,ING EDUARDO CANSTATT,BV JOSE BATLLE Y ORDO├æEZ,1563,4956,576956.5438700000,6140929.6618300000
3768,144,888,16,ING EDUARDO CANSTATT,PESARO,1563,5427,577065.7063500000,6141051.2989500000
3768,144,3226,16,ING EDUARDO CANSTATT,PESARO,1563,5427,577065.7063500000,6141051.2989500000
3768,79,7970,31,ING EDUARDO CANSTATT,PESARO,1563,5427,577065.7063500000,6141051.2989500000
3768,79,8121,30,ING EDUARDO CANSTATT,PESARO,1563,5427,577065.7063500000,6141051.2989500000
3769,144,888,17,ING EDUARDO CANSTATT,SIENA,1563,6558,577244.0161900000,6141235.0714100000
3769,144,3226,17,ING EDUARDO CANSTATT,SIENA,1563,6558,577244.0161900000,6141235.0714100000
3769,79,7970,32,ING EDUARDO CANSTATT,SIENA,1563,6558,577244.0161900000,6141235.0714100000
3769,79,8121,31,ING EDUARDO CANSTATT,SIENA,1563,6558,577244.0161900000,6141235.0714100000
3770,144,888,18,PARMA,AV DAMASO ANTONIO LARRA├æAGA,5130,3777,577449.6444700000,6141270.2202300000
3770,144,3226,18,PARMA,AV DAMASO ANTONIO LARRA├æAGA,5130,3777,577449.6444700000,6141270.2202300000
3770,79,7970,33,PARMA,AV DAMASO ANTONIO LARRA├æAGA,5130,3777,577449.6444700000,6141270.2202300000
3770,79,8121,32,PARMA,AV DAMASO ANTONIO LARRA├æAGA,5130,3777,577449.6444700000,6141270.2202300000
3771,79,7970,40,DR JOSE IRURETA GOYENA,TOMAS CLARAMUNT,3114,1995,578120.8481007850,6141683.0645889400
3771,79,8121,39,DR JOSE IRURETA GOYENA,TOMAS CLARAMUNT,3114,1995,578120.8481007850,6141683.0645889400
3772,79,7970,41,TOMAS CLARAMUNT,FRANCISCO VAZQUEZ CORES,1995,2157,578377.8487516540,6141760.8875413800
3772,79,8121,40,TOMAS CLARAMUNT,FRANCISCO VAZQUEZ CORES,1995,2157,578377.8487516540,6141760.8875413800
3773,79,7970,42,TOMAS CLARAMUNT,CNO CORRALES,1995,2169,578579.5364126520,6141894.2250338400
3773,79,8121,41,TOMAS CLARAMUNT,CNO CORRALES,1995,2169,578579.5364126520,6141894.2250338400
3774,79,7969,12,TOMAS CLARAMUNT,MENENDEZ Y PELAYO,1995,4360,578438.8264800000,6141809.1644500000
